author,count
"Stadelmann, D.",1
"Eichenberger, R.",1
"Sciascia, S.",1
"Sigman, M.",1
"Jonscher, C.",1
"Holtz-Eakin, D.",1
"Selden, T.",1
"Strazicich, M.",1
"Mazzola, P.",1
"Astrachan, J.",1
"Pieper, T.",1
"Hagerty, M.",1
"Veenhoven, R.",1
"Easterlin, R.",1
"Mani, A.",1
"Mullainathan, S.",1
"Shafir, E.",1
"Zhao, J.",1
"Martin, I.",1
"Ross, M.",1
Asafu-Adjaye J,1
"Sapkota, P.",1
"Bastola, U.",1
"Fölster, S.",1
"Henrekson, M.",1
"Plott, C.",1
"Zeiler, K.",1
"Jiménez, N.",1
Meissner T,1
"Janssen, M.",1
"Anderies, J.",1
"Joshi, S.",1
"Di Tella, R.",1
"Perez-Truglia, R.",1
"Babino, A.",1
"Lott, J.",1
"Deck, C.",1
"Jahedi, S.",1
"Grossman, Z.",1
"Owens, D.",1
"Akhtari, M.",1
"Moreira, D.",1
"Trucco, L.",1
"Azar, O.",1
"List, J.",1
"Kemfert, C.",1
"Bachmeier, L.",1
"Griffin, J.",1
"Liu, M.",1
"Margaritis, D.",1
"Tourani-Rad, A.",1
"Suess-Reyes, J.",1
"Beck, S.",1
"Prügl, R.",1
"Frank, H.",1
"Hsueh, J.",1
"Chrisman, J.",1
"Chua, J.",1
"Pearson, A.",1
"Barnett, T.",1
"Currie, J.",1
"Stabile, M.",1
"Katsiampa, P.",1
"Ayres, I.",1
"Brooks, R.",1
"Ho, D.",1
"Moody, C.",1
"Wachtel, P.",1
"Aghion, P.",1
"Howitt, P.",1
"Mayer-Foulkes, D.",1
Cain D.,1
Loewenstein G.,1
Moore D.,1
"Mueller, A.",1
"Dolan, P.",1
"Kudrna, L.",1
"Stone, A.",1
"Surroca, J.",1
"Le Breton-Miller, I.",1
"Lester, R.H.",1
"Cannella, A.A., Jr.",1
"Hauck, J.",1
"Adelaja, A.",1
"George, J.",1
"Rule, N.",1
"Kuhn, P.",1
"Weinberger, C.",1
"Paunov, C.",1
"Brechling, V.",1
"Smith, S.",1
"Vollmer, S.",1
"Harttgen, K.",1
"Subramanyam, M.A.",1
"Finlay, J.",1
"Forbes, K.",1
"Hanushek, E.",1
"Kimko, D.",1
"Rousseau, P.",1
"Wells, G. L.",1
"Gavanski, I",1
"Ackerman, J. M., Maner, J. K.",1
"Carpenter, S. M",1
"Neumann, E., McCloskey, M. S.",1
"Felio, A. C",1
"Friedman, R. S.",1
"Forster, J",1
"Xu, F.",1
"Tenenbaum, J. B",1
"Bernard, P., Gervais, J., Allen, J.",1
"Klein, O",1
"Helzer, E. G.",1
"Pizarro, D. A",1
"Brough, A. R. (in press",1
"Zahra, S.",1
"James, S.",1
"Hogan, M.",1
"Klasen, S.",1
"Subramanian, S.V.",1
"Corbin, J.",1
"McElroy, T.",1
"Black, C.",1
"Hodgson, G.",1
"Rothman, H.",1
"Stancato, D.",1
"Cote, S.",1
"Mendoza-Denton, R.",1
"Keltner, D.",1
"Sicherman, N.",1
"Tribó, J.",1
"Bodenhausen, G.V",1
"Sukhtankar, S.",1
"Hidrobo, M.",1
"Hoddinott, J.",1
"Peterman, A.",1
"Margolies, A.",1
"Robst, J.",1
"Ashton, J.",1
"Gerrard, B.",1
"Hudson, R.",1
"Ashraf, N.",1
"Giné, X.",1
"Karlan, D.",1
"Schargrodsky, E.",1
"Lim, S.",1
"Dandona, L.",1
"Hoisington, J.",1
"Acemoglu, D.",1
"Johnson, S.",1
"Coval, J.",1
"Malloy, C.",1
"Auerbach, A.",1
"Gakidou, E.",1
"Cattaneo, M.",1
"Gertler, P.",1
"Martinez, S.",1
"Titiunik, R.",1
"Cook, P.",1
"Ludwig, J.",1
"Balassa, B.",1
"Van Ryzin, G.",1
"Muralidharan, K.",1
"Niehaus, P.",1
"Ishii, J.",1
"Metrick, A.",1
"Mu, R.",1
"van de Walle, D.",1
"Hauser, R.",1
Eggertsson G,1
Mehrotra N,1
"Moreira, V.",1
"Aker, J.",1
"Boumnijel, R.",1
"Mcclelland, A.",1
"Tierney, N.",1
"Jack, W.",1
"Suri, T.",1
"Krzyzaniak, M.",1
"Musgrave, R.",1
"Dykema, J.",1
"Lobell, D.",1
"Oreopoulos, P.",1
"Caporale, B.",1
"Caporale, T.",1
"Chhaochharia, V.",1
"Grinstein, Y.",1
"Alderson, A.",1
"Nielsen, F.",1
"Reinhart, C.",1
"Rogoff, K.",1
"Handa, S.",1
"Seidenfeld, D.",1
"Tembo, G.",1
"Katz, E.",1
"Gompers, P.",1
"Glaeser, E.",1
"Saks, R.",1
"Rampini, A.",1
"Viswanathan, S.",1
"Vuillemey, G.",1
"Field, E.",1
"Robles, O.",1
"Torero, M.",1
"Kim, N. Y.",1
Robbins J,1
"Giuliano, P.",1
"Fooks, J.",1
"Messer, K.",1
"Ferraro, P.",1
"Sergenti, E.",1
"Burke, M.",1
"Hoorens, Vera",1
"Bruckmüller, Susanne",1
"Douglas, K.M.",1
"Sutton, R.M",1
"Jaffard, M., Benraiss, A., Longcamp, M., Velay, J.-L., Boulinguez, P",1
"Ganel, T",1
"Epley, N.",1
"Schroeder, J",1
"Rich, A. N",1
"Willis, M. L., Palermo, R.",1
"Burke, D",1
"Gebauer, J., Sedikides, C.",1
"Patacchini, E.",1
"Verdier, T.",1
"Zenou, Y.",1
"Svensson, J.",1
"Berry, F. S.",1
"Romer, David",1
"Cohen-Cole, E.",1
"Lawrence, S.",1
"Reimer, J.",1
"Engelhardt, G.",1
"Gruber, J.",1
"Perry, C.",1
"Pischke, J.",1
"Aizer, A.",1
"Eli, S.",1
"Ferrie, J.",1
"Lleras-Muney, A.",1
"Herring, C.",1
"Davidsson, P.",1
"Bisin, A.",1
"Steffens, P.",1
"Fitzsimmons, J.",1
"Duran, P.",1
"Kammerlander, N.",1
"Van Essen, M.",1
"Zellweger, T.",1
"Dhaliwal, D.",1
"Krull, L.",1
"Li, O.",1
"Moser, W.",1
"Goolsbee, A.",1
"Maydew, E.",1
"Young, C.",1
"Varner, C.",1
"Clemens, M.",1
"Radelet, S.",1
"Rikhil, R.",1
"Bhavnani, S.",1
Bazzi,1
"Hoover, G.",1
"Pecorino, P.",1
"Nijkamp, P.",1
"Poot, J.",1
"Gore, A.",1
"Hegde, D.",1
"Goolsbee, Austan M.",1
"Lovenheim, J.",1
"Slemrod, Joel",1
Lee D,1
Moretti E,1
Butler M,1
"Aschauer, D.",1
"Long, J.",1
"Core, J. E.",1
"Guay, W. R.",1
"Verdi, R. S.",1
"Jetter, M.",1
"Parmeter, C.",1
"Feler, L.",1
"Senses, M.",1
"Jacobson, Louis S.",1
"LaLonde, Robert J.",1
"Sullivan, Daniel G.",1
"Lustig, H.",1
"Verdelhan, A.",1
"Deschênes, O.",1
"Greenstone, M.",1
"Cerra, Valerie",1
"Rodrik, D.",1
"Saxena, Sweta Chaman",1
"Steinsson, Jón",1
"Beaudry, P.",1
"Portier, F.",1
"Malmendier, Ulrike",1
"Lee, Young Han",1
"Abaluck, Jason",1
"Gruber, Jonathan",1
"Chetty, Raj",1
"Friedman, John N.",1
"Rockoff, Jonah E.",1
"Coibion, O.",1
"Hong, G. H.",1
"Callen, M.",1
"Isaqzadeh, M.",1
"Havlir, D.",1
"Kendall, M.",1
"Sprenger, C.",1
"Mertens, Karel",1
"Ravn, Morten O.",1
"Feyrer, James",1
"Mansur, Erin T.",1
"Sacerdote, Bruce",1
"Anderson, L.",1
"Holt, C.",1
"Hoxby, Caroline M.",1
"Loayza, N.",1
"Beck, T.",1
"Subramanian, A.",1
"Hausmann, R.",1
"Hwang, J.",1
"Wojan, T.",1
"Andersson, J.",1
"DeJong, D.",1
"Ripoll, M.",1
"Hauk, W.",1
"Voitchovsky, S.",1
"Acemoglu, Daron",1
"Johnson, Simon",1
"Robinson, James",1
"Kolko, J.",1
"Fairall, L.",1
"Bachmann, M.",1
"Lombard, C.",1
"Timmerman, V.",1
"Uebel, K.",1
"Zwarenstein, M.",1
"Pedersen, L.",1
"Dias, A.",1
"Kearney, M. S.",1
"Levine, P. B.",1
"Jacobson, L.",1
"Ive, P.",1
"Kumwenda, J.",1
"Swindells, S.",1
"Qasba, S.",1
"Cowan, F.",1
"Pascoe, S.",1
"Langhaug, L.",1
"Leigh, A.",1
"Jencks, C.",1
"Brown, J.",1
"Lambert, D.",1
"Bove, V.",1
"Elia, L.",1
"Poole, J.",1
"Andrisani, Paul J.",1
"Rosenzweig, M.R.",1
"Schultz, T.P.",1
Janice Fanning Madden,1
"Holzer, H.",1
Richard,1
"Weitzman, L.",1
"Jensen, R.",1
"Arent, S.",1
"Nagl, W.",1
"Brooks, C.",1
"Manza, J.",1
"Acharya, V.",1
"Stevenson, B.",1
"Wolfers, J.",1
"Hyslop, D.",1
"Oberholzer-Gee, F.",1
"Strumpf, K.",1
"Hornung, E.",1
"Choi, H.",1
"Varian, H.",1
"Resende, M.",1
"Zeidan, R.",1
"Juselius, K.",1
"Lalonde, R.",1
"Sullivan, D.",1
"Meijer, E.",1
"Rohwedder, S.",1
"Wansbeek, T.",1
"Alvarez, G. A",1
"Gervais, W",1
Elliot,1
Andrew J.,1
"Niesta, Daniela",1
"Bargh, J. A., Chen, M.",1
"Burrows, L",1
"Shah, A. K.",1
"Alter, A. L. (in press",1
"Norton, M. I., Anik, L., Aknin, L. B.",1
"Dunn, E. W",1
"Gailliot, M. T., Baumeister, R. F., DeWall, C. N., et al",1
"Fuhrer, Jeffrey C.",1
"Chetty, R.",1
"Friedman, J.",1
"Rockoff, J.",1
"Payne, B., Hall, D. L., Cameron, C. D.",1
"Bishara, A. J",1
"Balcetis, E.",1
"Dunning, D",1
"Zitek, E. M.",1
"Tiedens, L. Z",1
Alejandro Cid,1
"Doz, C.",1
"Giannone, D.",1
"Reichlin, L.",1
Deborah M. Powell,1
Richard D. Goffin,1
Ian R. Gellatly,1
"Donohue, J.",1
"Neberich, W",1
"Brady, T. F., Konkle, T.",1
Genoveva Martí,1
James Genone,1
Tania Lombrozo,1
"Chambers, J. R., Schlenker, B. R.",1
"Collisson, B",1
John R. Chambers,1
Barry R. Schlenker,1
Brian Collisson,1
Cesar Teló,1
Benjamin R. Karney,1
"Møller, N.",1
"Correll, J",1
"IJzerman, H.",1
"Semin, G. R",1
"von Hippel, W.",1
"Gonsalkorale, K",1
Maria Kavussanu,1
Vassilis Barkoukis,1
Philip Hurst,1
Mariya Yukhymenko-Lescroart,1
Lida Skoufa,1
Andrea Chirico,1
Fabio Lucidi,1
Christopher Ring,1
Juanita Bloomfield,1
Ana Balsa,1
Taku Togawa,1
Joshua Olma,1
Christine Sutter,1
Sandra Sülzenbrück,1
Adam Arico,1
Don Fallis,1
Anu Panday,1
Ross Edwards,1
Ewa Skopicz-Radkiewicz,1
Violet Gibson,1
Vasudevi Reddy,1
Stylianos Syropoulos,1
Ariana A. Castro,1
Juyoen Hur,1
Howard Berenbaum,1
Griffin W. Rooker,1
Thomas N. Bradbury,1
Pavel Trofimovich,1
Mary Grantham O’Brien,1
Matthew T. Saxey,1
Ashley B. Lebaron-Black,1
Melissa A. Curran,1
Hanne K. Collins,1
Serena F. Hagerty,1
Alison Wood Brooks,1
Tina Nguyen,1
Barathi Chinnappan,1
Barbara L. Fredrickson,1
Thomas E. Joiner,1
Donald A. Williamson,1
Mary Lou Kelley,1
C. J. Davis,1
Laurie Ruggiero,1
David C. Blouin,1
Abigail A. Scholer,1
David B. Miele,1
Ayobami Laniyonu,1
Hartmut Blank,1
John M. Falligant,1
J. John Mann,1
Christine Waternaux,1
Gretchen L. Haas,1
Kevin Malone,1
Jonathan Grainger,1
Joshua Snell,1
Elisabeth Beyersmann,1
Heidi Taipale,1
Marco Solmi,1
Markku Lähteenvuo,1
Antti Tanskanen,1
Christoph U Correll,1
Jari Tiihonen,1
Anuj K. Shah,1
Michael Laforest,1
Riccardo Russo,1
Elaine Fox,1
Rany Abend,1
Mira A. Bajaj,1
Chika Matsumoto,1
Marissa Yetter,1
Anita Harrewijn,1
Elise M. Cardinale,1
Katharina Kircanski,1
Eli R. Lebowitz,1
Wendy K. Silverman,1
Yair Bar-Haim,1
Amit Lazarov,1
Ellen Leibenluft,1
Melissa Brotman,1
Daniel S. Pine,1
Emrah Düzel,1
David Berron,1
Jerry H. Ratcliffe,1
William T. Davis,1
John T. Rapp,1
Kristen M. Brogan,1
Jonathan W. Pinkston,1
Scott J. Shelton-Strong,1
Jenny Yiend,1
Andrew Mathews,1
Tom Burns,1
Kevin Dutton,1
Andrés Fernández-Martín,1
George Georgiou,1
Michael Luckie,1
Alexandra Rose,1
Leigh Anne Novak Donovan,1
X.T. Wang,1
Robert D. Dvorak,1
Hans‐J. Hippler,1
Brigitte Deutsch,1
Katherine J. Morris,1
Joe C. Magee,1
M. Ena Inesi,1
Deborah H. Gruenfeld,1
Senel Husnu,1
Stuart Soroka,1
Patrick Fournier,1
Lilach Nir,1
Joseph S. Reiff,1
Jeremie Güsten,1
Gabriel Ziegler,1
Jo Mynard,1
Oddny Judith Solheim,1
Jan C. Frijters,1
Kjersti Lundetræ,1
Per Henning Uppstad,1
Melanie Perez,1
Rajeev Jaundoo,1
Kelly Hilton,1
Ana del Alamo,1
Kristina Gemayel,1
Nancy G. Klimas,1
Travis J. A. Craddock,1
Lubov Nathanson,1
Sébastien Brion,1
Harper A. Roehm,1
Michelle L. Roehm,1
Joshua Becker,1
Damon Centola,1
Nadav Klein,1
Ed O’Brien,1
Gregory J. Madden,1
Thomas E. Gladwin,1
Bernd Figner,1
Andrew B. Leber,1
Howard E. Egeth,1
Nick Donnelly,1
Jules Davidoff,1
Katherine R. Mickley Steinmetz,1
Aubrey G. Knight,1
Sally A. Linkenauger,1
Jessica K. Witt,1
Richard J. Crisp,1
Jean-François Rouet,1
Anca Sfärlea,1
Ellen Greimel,1
Belinda Platt,1
Alica C. Dieler,1
Gerd Schulte-Körne,1
Nischel Kandru,1
Jeanine K. Stefanucci,1
Dennis R. Proffítt,1
Joseph R. Priester,1
Galen D. Mcneil,1
Rebecca G. Boswell,1
Wendy Sun,1
Shosuke Suzuki,1
Hedy Kober,1
Douglas Guilbeault,1
Brian Knutson,1
John D. E. Gabrieli,1
Jaume Masip,1
Carmen Herrero,1
Arjen Alink,1
Ian Charest,1
Nikolaus Kriegeskorte,1
Deborah M. Custance,1
Jennifer Mayer,1
Jonathan Z. Bakdash,1
Ana Pérez,1
Anna Potocki,1
Marc Stadtler,1
Mônica Macedo-Rouet,1
Johanna Paul,1
Ladislao Salmerón,1
Tobias Loetscher,1
Brian F Schaffner,1
Samantha Luks,1
Ella Glikson,1
Arik Cheshin,1
C. Renee Renda,1
Jillian M. Rung,1
Jay E. Hinnenkamp,1
Stephanie N. Lenzini,1
Marcel Brass,1
Delia Guagnano,1
Elena Rusconi,1
Carlo Arrigo Umiltà,1
R. Alison Adcock,1
Arul Thangavel,1
Susan Whitfield‐Gabrieli,1
Roland Rüppell,1
Crystal Reeck,1
Daniel Wall,1
Julian M. Rucker,1
Stephen H. Edwards,1
Yann Bourquin,1
Rachel J. Anderson,1
Grace Cotter,1
Lee Crust,1
Peter Clough,1
Amishi P. Jha,1
Mukund B.M. Rajagopal,1
Brian T. Mccann,1
Mona Bahl,1
Michael E. R. Nicholls,1
Owen Churches,1
Mitchell J. Callan,1
William J. Skylark,1
Davide Rigoni,1
Martin V. Butz,1
Jon Roozenbeek,1
Sander van der Linden,1
Stephen A. Dewhurst,1
Adam Morris,1
James Macglashan,1
Michael L. Littman,1
Tage S. Rai,1
Jesse Graham,1
Leslie Mccall,1
Derek Burk,1
Marie Laperrière,1
Reto Hofstetter,1
Ellen Bialystok,1
Jurgen Borstler,1
Barbara Paech,1
Michael Wälchli,1
Jan Ruffieux,1
Jordan R. Axt,1
David DeSteno,1
Martin Keller,1
Wolfgang Taube,1
Madison Stange,1
Candice Graydon,1
Mike J. Dixon,1
Bobby K. Cheon,1
Ying-Yi Hong,1
Matthew Chao,1
Ana I. Gheorghiu,1
Matthew Baldwin,1
Joris Lammers,1
Philipp A. Schroeder,1
Johannes Lohmann,1
Fredrik Björklund,1
Jessica E. Black,1
Christian Plewnia,1
Katri K. Cornelissen,1
Lucinda J. Gledhill,1
Piers L. Cornelissen,1
Martin J. Tovée,1
Isabelle Darcy,1
Joan C. Mora,1
Danielle Daidone,1
Melody Wiseheart,1
Mythili Viswanathan,1
Emily Reit,1
Poruz Khambatta,1
Kelly M. Hoffman,1
Dylan Murray,1
Terry D. Blumenthal,1
Traverse T. Burnett,1
Charles D. Swerdlow,1
Karin Sørig ­Hougaard,1
M. Norman Oliver,1
Kate Barasz,1
Keelah E. G. Williams,1
Oliver Sng,1
Steven L. Neuberg,1
Jillian J. Jordan,1
Moshe Hoffman,1
Gus Cooney,1
Rainer Greifeneder,1
Martin Scharmach,1
Maibritt B. Andersen,1
Sanna L. Kjær,1
Åse Marie Hansen,1
Thomas Werge,1
Søren Peter Lund,1
Jennifer Barnes,1
Vera Hoorens,1
Susanne Bruckmüller,1
Daniel L. Ames,1
Susan T. Fiske,1
Eliran Halali,1
Chadly Stern,1
Tessa V. West,1
Tanya Vacharkulksemsuk,1
Michael Kersten,1
Colin F. Camerer,1
Anna Dreber,1
Felix Holzmeister,1
Teck‐Hua Ho,1
Jürgen Huber,1
Magnus Johannesson,1
M. Niederle,1
L. Vesterlund,1
Gordon Pennycook,1
Jonathon McPhetres,1
Yunhao Zhang,1
Jackson G. Lu,1
Linda S. Perloff,1
Barbara K. Fetzer,1
Marc‐André Reinhard,1
Thomas Pfeiffer,1
Adam Altmejd,1
Nick Buttrick,1
Taizan Chan,1
Yiling Chen,1
Eskil Forsell,1
Anup Gampa,1
Emma Heikensten,1
Lily Hummer,1
Taisuke Imai,1
Siri Isaksson,1
Dylan Manfredi,1
Julia Rose,1
Eric‐Jan Wagenmakers,1
Andrew A. Abeyta,1
Clay Routledge,1
Courtney Walsh,1
Erica B. Slotter,1
Jiaying Zhao,1
Marjorie Seaton,1
Herbert W. Marsh,1
Rhonda G. Craven,1
Steven Pfaff,1
Charles Crabtree,1
Holger L. Kern,1
John B. Holbein,1
Shuai Chen,1
Jan C. van Ours,1
"Feldman-Summers, S.",1
"Pope, K.",1
Michael Kirchler,1
Gideon Nave,1
"Fisher, R.",1
"Murdock, N.",1
"Edwards, C.",1
"Murdock, T.",1
"Sfärlea, A.",1
"Greimel, E.",1
"Platt, B.",1
"Dieler, A.",1
"Schulte-Körne, G.",1
"Van Doornik, S.",1
"Glashouwer, K.",1
"Ostafin, B.",1
"De Jong, P. J.",1
"Hare, T.",1
Hang Wu,1
Lydia F. Emery,1
Rongjun Yu,1
Dean Mobbs,1
Ben Seymour,1
James B. Rowe,1
Andrew J. Calder,1
Katharina Loibl,1
Nikol Rummel,1
Jonathan F. Kominsky,1
Jonathan Phillips,1
Tobias Gerstenberg,1
David Lagnado,1
John Eriksson,1
Caj Strandberg,1
Ragnar Francén Olinder,1
Kelley Quirk,1
"Vrij, A.",1
"Piech, R.",1
"Pastorino, M.",1
"Camerer, C.",1
"Rangel, A.",1
"Monteith, S.",1
"Glenn, T.",1
"Haeffel, G.",1
"Chomsky, C.",1
"Conrad, R.",1
"Schilling, G.",1
"Langenbuch, M.",1
"Oberman, L.",1
"Heschl, R.",1
"Mcgloin, J.",1
"Thomas, K.",1
"Nahari, G.",1
"Barba, A.",1
"Carbray, J.",1
"Langenecker, S.",1
"Laban, G.",1
"Kappas, A.",1
"Morrison, V.",1
"Cross, E.",1
"He, T.",1
"Riyanto, Y.",1
"Lumsden, J.",1
"Miles, L.",1
"Macrae, C.",1
"Ward, A.",1
"Duke, K.",1
"Gneezy, A.",1
"Bos, M.",1
"Brown, S.",1
"Wagenmakers, E.",1
"Roylance, R.",1
"Zald, D.",1
"Diazgranados, N.",1
"Ibrahim, L.",1
"Brutsche, N.",1
"Newberg, A.",1
"Kronstein, P.",1
"Khalife, S.",1
"Calogero, R.",1
"Thompson, J.",1
"Jacobs, R.",1
"Watkins, E.",1
"Peters, A.",1
"Feldhaus, C.",1
"Fjell, A.",1
"Dienes, Z.",1
"Hutton, S.",1
"Inzlicht, M.",1
"Al-Khindi, T.",1
"Alais, D.",1
"Burr, D.",1
Schiller D,1
Sharon O,1
Fahoum F,1
Nir Y,1
"Sperling, G.",1
"Forstmann, B.",1
"Anwander, A.",1
"Schäfer, A.",1
"Neumann, J.",1
"May, A.",1
"Burrows, K.",1
"Figueroa-Hall, L.",1
"White, E.",1
"Ekhtiari, H.",1
"Paulus, M.",1
"Savitz, J.",1
"Benowitz, L.",1
"Carroll, K.",1
"Rounsaville, B.",1
"Pearlson, G.",1
"Potenza, M.",1
"Dong, M.",1
"Westlye, L.",1
"Grydeland, H.",1
"Walhovd, K.",1
"Sindermann, C.",1
"Kuss, D.",1
"Throuvala, M.",1
"Griffiths, M.",1
"Stevanovic, M.",1
"Himberg, T.",1
"Niinisalo, M.",1
"Kahri, M.",1
"Peräkylä, A.",1
"Sams, M.",1
"Hari, R.",1
Monfils M,1
Raio C,1
Johnson D,1
Ledoux J,1
Phelps E,1
Emil Rodolfa,1
Gráinne M. Fitzsimons,1
Mark J. Landau,1
Erik M. Mueller,1
Christian Panitz,1
Christiane Hermann,1
Diego A. Pizzagalli,1
Christopher Grau,1
Cynthia L. S. Pury,1
S.-Y. Liao,1
N. Strohminger,1
C. S. Sripada,1
Nathan L. Arbuckle,1
"Madsen, J.",1
"Soni, D.",1
"Irwin, N.",1
"Azechi, M.",1
"Ikezawa, K.",1
"Kurimoto, R.",1
"Canuet, L.",1
"Nakahachi, T.",1
"Iike, N.",1
"Lazarov, A.",1
"Abend, R.",1
"Bar-Haim, Y.",1
"Locke, J.",1
"Mussweiler, T.",1
"Englich, B.",1
"Reitsma-Van Rooijen, M.",1
"Daamen, D.",1
L.,1
"Goldberg, D.",1
"Yoshida, T.",1
"Tanimukai, H.",1
"Yasuda, Y.",1
"Kudo, T.",1
"Hashimoto, R.",1
"Takeda, M.",1
Sugasini D,1
Thomas R,1
Yalagala P,1
Tai L,1
Subbaiah P,1
"Takahashi, H.",1
"Iwase, M.",1
"Ishii, R.",1
"Ohi, K.",1
"Fukumoto, M.",1
G.,1
"Ferrer Monti, R.",1
"Mugnaini, M.",1
"Bueno, A.",1
"Urcelay, G.",1
"Molina, V.",1
"Stern, C.",1
"Gazarini, L.",1
"Takahashi, R.",1
"Guimarães, F.",1
"Bertoglio, L.",1
"Tagami, S.",1
"Morihara, T.",1
"Okochi, M.",1
"Tanaka, T.",1
"Kazui, H.",1
Kristjen B. Lundberg,1
Eva R. Kimonis,1
Kostas A. Fanti,1
Zachary Isoma,1
Kathleen Donoghue,1
Therese D. Pigott,1
Jeffrey C. Valentine,1
Joshua R. Polanin,1
Ryan T. Williams,1
Dericka D. Canada,1
Theodora Zarkadi,1
Jesse Owen,1
Robert J Reese,1
"Molina, R.",1
"Bueno, V.",1
"Urcelay, A.",1
"DeFries, J.",1
"Willcutt, E.",1
"Pennington, B.",1
"Diaz, F.",1
"Rogers, T.",1
"Browne, D.",1
"Dinsmore, L.",1
"Boayue, N.",1
"Csifcsák, G.",1
"Kreis, I.",1
"Schmidt, C.",1
"Finn, I.",1
"Hovde Vollsund, A.",1
"Mittner, M.",1
"Monti, F.",1
C. Daryl Cameron,1
"Tausendpfund, M.",1
"Tremblay, S.",1
"Parker, E.",1
"Morihisa, J.",1
"Wyatt, R.",1
"Schwartz, B.",1
"Weingartner, H.",1
"Stillman, R.",1
"Beach, S. R. H.",1
"Anderson, J.",1
"Rungtusanatham, M.",1
"Schroeder, R.",1
"Devaraj, S.",1
"Van Os, J.",1
"Łodzikowski, K.",1
"Wadsworth, S.",1
Leanne Ten Brinke,1
Stephen Porter,1
Alexandria Meyer,1
Anja Riesel,1
Greg Hajcak Proudfit,1
Terry Connolly,1
Jochen Reb,1
Edgar E. Kausel,1
Jennifer Nagel,1
Valerie San Juan,1
Raymond A. Mar,1
Joseph Shea,1
Gregg G. van Ryzin,1
Jazmin Brown-Iannuzzi,1
Monika A. Bauer,1
"Ihme, T.",1
"Triplett, N.",1
"Amir, N.",1
"Fernandez-Duque, D.",1
"Knight, M.",1
"Walters, G.",1
"Jiang, N.",1
"Forster, K.",1
"Campbell, J.",1
"Phenix, T.",1
Pizzagalli D,1
Jahn A,1
Shea O,1
J,1
"Shariff, A.",1
"Kühnen, U.",1
"Olson, R.",1
"Duff, M.",1
"Sorensen, N.",1
"Reber, R.",1
"Chen, S.",1
"Wansink, B.",1
"Painter, J.",1
"North, J.",1
"Gerlicher, A.",1
"Tüscher, O.",1
"Kalisch, R.",1
"Oxley, D.",1
"Kosfeld, M.",1
"Heinrichs, M.",1
"Zak, P.",1
"Sevenster, D.",1
"Kindt, M.",1
"Paul, M.",1
"Cannon, P.",1
"Tipper, S.",1
"Gabrielsson, A.",1
"Juslin, P.",1
"Côté, S.",1
"Knox, J. E.",1
"Shu, L.",1
"Gino, F.",1
"Bazerman, M.",1
"Muir, B.",1
"Moray, N.",1
"Hartmann, E.",1
"Sunde, T.",1
"Kristensen, W.",1
"Martinussen, M.",1
"Owen, J.",1
"Adelson, J.",1
"Budge, S.",1
"Wampold, B.",1
"Kopta, M.",1
"Gupta, R.",1
"Hengst, J.",1
"Tranel, D.",1
"Cohen, N.",1
"Feeney, T.",1
"Ylvisaker, M.",1
"Jefferies, L.",1
"Smilek, D.",1
"Eich, E.",1
"Enns, J.",1
"Bayliss, A.",1
"Harrison, E.",1
"Packman, A.",1
"Marcora, S.",1
"Staiano, W.",1
"Manning, V.",1
"Suchotzki, K.",1
"Gamer, M.",1
"Johnson, H. C.",1
"Renaud, E. F.",1
"Schmidt, D.",1
"Stanek, E.",1
"Buffardi, K.",1
"Green, P.",1
"Rynes, S.",1
"Colbert, A.",1
"Brown, K.",1
"Shapiro, J.",1
"Folke, S.",1
"Nielsen, A.",1
"Andersen, S.",1
"Karatzias, T.",1
"Karstoft, K.",1
"Burton, J.",1
"Minami, T.",1
"Habota, T.",1
"Mclennan, S.",1
"Cameron, J.",1
"Ski, C.",1
"Thompson, D.",1
"Rendell, P.",1
"Jones, M.",1
"Onslow, M.",1
James E. B. Wilkie,1
Jung K. Kim,1
Galen V. Bodenhausen,1
Leonie Reutner,1
Joseph M. Paxton,1
Leo Ungar,1
Sebastien Brion,1
Nancy L. Carter,1
"Blischak, D.",1
"Belfiore, P.",1
"Bartley, C.",1
"Barnett, N.",1
"Schuldt, J.",1
"Rickard, L.",1
"Yang, Z.",1
"Haushofer, J.",1
J. Mark Weber,1
Christopher J. Bryan,1
Dori Bloom,1
Jason Rothman,1
Idit Shalev,1
Kristin A. Lane,1
Jin X. Goh,1
Erin Driver-Linn,1
Neil Muggleton,1
Vincent Walsh,1
"Shah, P.",1
"Hahn, U.",1
"Gaucher, D.",1
"Napier, J.",1
"Callan, M.",1
"Schlosser, R.",1
"Zhu, J.",1
"Baca-García, E.",1
"Diaz-Sastre, C.",1
"Saiz-Ruiz, J.",1
"Heintzelman, S.",1
"Trent, J.",1
"King, L.",1
"Houben, K.",1
"Havermans, R.",1
"Wiers, R.",1
"Dvorak, A.",1
"Hernandez-Ruiz, E.",1
"Brady, W.",1
"Wills, J.",1
"Tucker, J.",1
"Harris, A.",1
Jill Cumby,1
Christopher Hitchcock,1
Stefan Th. Gries,1
Stefanie Wulff,1
Ernest L. Abel,1
Michael L. Kruger,1
Justin Sytsma,1
Frederick S. Barrett,1
Kevin J. Grimm,1
Tim Wildschut,1
Petr Janata,1
Uma R. Karmarkar,1
Zakary L. Tormala,1
"Johnson, R., Jr",1
"Henkell, H.",1
"Simon, E.",1
Deborah A. Small,1
"Proverbio, A.",1
"Massetti, G.",1
"Rizzi, E.",1
